"","subjID","ang_rate","hap_rate","sur_rate","neg_rate","pos_rate","amb_rate","ang_rate_b1","hap_rate_b1","sur_rate_b1","neg_rate_b1","pos_rate_b1","amb_rate_b1","ang_rate_b2","hap_rate_b2","sur_rate_b2","neg_rate_b2","pos_rate_b2","amb_rate_b2","ang_rate_b3","hap_rate_b3","sur_rate_b3","neg_rate_b3","pos_rate_b3","amb_rate_b3","ang_rate_b4","hap_rate_b4","sur_rate_b4","neg_rate_b4","pos_rate_b4","amb_rate_b4","ang_RT","hap_RT","sur_RT","sur_p_RT","sur_n_RT","neg_RT","pos_RT","amb_RT","amb_p_RT","amb_n_RT","erq_1","erq_2","erq_3","erq_4","erq_5","erq_6","erq_7","erq_8","erq_9","erq_10","ERQCR","ERQES","stai.s_1-","stai.s_2-","stai.s_3","stai.s_4","stai.s_5-","stai.s_6","stai.s_7","stai.s_8-","stai.s_9","stai.s_10-","stai.s_11-","stai.s_12","stai.s_13","stai.s_14","stai.s_15-","stai.s_16-","stai.s_17","stai.s_18","stai.s_19-","stai.s_20-","STAI.S","stai.t_1-","stai.t_2","stai.t_3-","stai.t_4","stai.t_5","stai.t_6-","stai.t_7-","stai.t_8","stai.t_9","stai.t_10-","stai.t_11","stai.t_12","stai.t_13-","stai.t_14-","stai.t_15","stai.t_16-","stai.t_17","stai.t_18","stai.t_19-","stai.t_20","STAI.T","NE_only_1-","NE_only_2","NE_only_3","NE_only_4","NE_only_5","NE_only_6","NE_only_7","NE_only_8","NE_only_9-","NE_only_10","NE_only_11","NE_only_12-","NE_only_13","NE_only_14-","NE_only_15-","NE_only_16-","NE_only_17","NE_only_18-","NE_only_19-","NE_only_20","NE_only_21","NE_only_22","NE_only_23-","NE_only_24-","NE_only_25","NE_only_26","NE_only_27-","NE_only_28-","NE_only_29","NE_only_30-","NE_only_31-","NE_only_32","NE_only_33-","NE_only_34","NE_only_35","NE_only_36","NE_only_37","NE_only_38","NE_only_39-","NE_only_40","NE_only_41","NE_only_42-","NE_only_43","NE_only_44-","NE_only_45-","NE_only_46-","NE_only_47","NE_only_48-","NE_only_49","NE_only_50","NE_only_51","NE_only_52","NE_only_53","NE_only_54-","NE_only_55-","NE_only_56","NE_only_57-","NE_only_58","NE_only_59-","NE_only_60","NEO.N","NEO.E","NEO.O","NEO.A","NEO.C","bdi.1","bdi.2","bdi.3","bdi.4","bdi.5","bdi.6","bdi.7","bdi.8","bdi.9","bdi.10","bdi.11","bdi.12","bdi.13","bdi.14","bdi.15","bdi.16","bdi.17","bdi.18","bdi.19","bdi.20","bdi.21","BDI"
"11",71012,0.75,0,0,0.75,0,0.375,NA,NA,NA,0.666666666666667,0,0.333333333333333,0.666666666666667,0,0,NA,NA,NA,NA,NA,NA,0.833333333333333,0,0.416666666666667,0.833333333333333,0,0,NA,NA,NA,1516.66666666667,1546.25,1826.58333333333,1826.58333333333,NA,1556,1576.16666666667,1877,1763.46666666667,2066.22222222222,3,5,5,3,6,5,3,4,4,6,4.5,4.25,2,2,1,1,2,1,2,3,1,3,3,1,1,3,2,2,1,1,3,2,37,2,1,3,2,2,3,1,1,2,2,2,2,2,3,2,3,2,2,2,1,40,2,2,4,3,3,2,2,3,3,3,1,2,3,2,3,3,3,3,2,2,1,2,2,2,2,2,3,4,3,2,2,2,2,3,4,2,3,1,2,4,1,3,2,2,2,2,3,2,4,3,2,1,4,4,2,2,2,3,2,4,22,28,33,32,34,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"12",71013,1,0,0.416666666666667,0.916666666666667,0,0.375,1,0,0.583333333333333,NA,NA,NA,NA,NA,NA,1,0,0.333333333333333,1,0,0.25,NA,NA,NA,NA,NA,NA,0.833333333333333,0,0.416666666666667,1642.66666666667,1976.91666666667,1852.41666666667,1610,2191.8,1677.81818181818,1721.16666666667,2057.66666666667,1805.93333333333,2477.22222222222,6,3,6,1,3,1,6,5,3,6,5.33333333333333,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,24,2,2,1,3,1,3,3,1,2,2,1,2,2,3,1,2,2,2,2,2,39,4,3,3,4,3,3,4,3,3,1,3,3,3,4,2,2,4,3,2,3,3,3,3,3,3,2,3,4,1,1,3,2,3,3,3,3,3,4,3,2,1,4,4,4,1,2,3,4,4,3,0,4,3,2,3,1,2,2,3,3,27,38,39,36,28,0,0,0,0,1,0,1,1,0,0,1,0,0,0,2,1,1,0,2,1,0,11
"13",71014,1,0,0.791666666666667,0.916666666666667,0,0.416666666666667,1,0,0.833333333333333,NA,NA,NA,NA,NA,NA,1,0,0.583333333333333,1,0,0.75,NA,NA,NA,NA,NA,NA,0.833333333333333,0,0.25,1519.58333333333,1470.41666666667,1897.25,1999.2,1870.42105263158,1788.09090909091,1547,2145.20833333333,2015.07142857143,2327.4,6,5,4,2,2,4,5,5,4,4,4.33333333333333,3.75,2,2,2,1,3,2,2,2,2,3,3,2,1,1,2,3,2,2,2,2,41,3,2,2,2,1,3,2,1,2,3,2,2,3,2,1,2,2,3,3,2,43,3,2,1,4,4,3,4,4,4,4,3,3,2,3,4,3,3,3,3,4,2,1,1,4,4,1,3,3,4,3,2,2,3,3,4,2,3,3,4,3,2,3,3,3,3,3,3,3,4,4,1,4,3,4,4,1,4,2,3,4,26,35,31,43,45,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,7
"14",71015,1,0.0833333333333333,0.666666666666667,0.916666666666667,0,0.541666666666667,NA,NA,NA,0.833333333333333,0,0.583333333333333,1,0.166666666666667,0.416666666666667,NA,NA,NA,NA,NA,NA,1,0,0.5,1,0,0.916666666666667,NA,NA,NA,1201.83333333333,1266.36363636364,1391.75,1312.625,1431.3125,1385.90909090909,1449,1626.91666666667,1646.54545454545,1610.30769230769,5,3,7,2,7,2,7,7,2,7,6.66666666666667,2.25,1,1,3,1,3,1,1,1,2,1,3,2,3,1,1,1,2,2,2,1,33,1,2,2,1,1,3,2,1,1,1,1,2,2,2,1,2,1,1,2,1,30,3,3,3,3,4,3,4,4,3,4,4,1,2,3,3,3,3,3,3,4,3,4,1,3,4,3,2,2,4,2,1,4,3,4,4,2,4,4,1,4,1,3,1,2,4,3,4,2,4,3,2,3,4,3,4,1,3,4,2,4,29,38,33,35,44,0,0,2,1,0,0,1,2,0,3,3,1,0,0,1,2,0,1,1,1,0,19
"15",71016,1,0,0.958333333333333,1,0.0833333333333333,0.625,NA,NA,NA,1,0.166666666666667,0.75,1,0,0.916666666666667,NA,NA,NA,NA,NA,NA,1,0,0.5,1,0,1,NA,NA,NA,1626.91666666667,1756.83333333333,1822.95833333333,3021,1770.86956521739,2342.5,1719.36363636364,2976.16666666667,3629.33333333333,2584.26666666667,6,4,6,4,3,4,5,4,4,5,4.83333333333333,4,2,2,2,1,3,1,2,2,1,3,2,2,1,2,2,1,2,1,2,2,36,2,3,2,2,1,4,3,2,4,2,1,2,2,3,2,1,2,2,2,2,44,4,2,2,3,3,3,4,3,2,3,4,2,2,3,3,3,2,3,3,3,2,1,4,4,3,2,1,3,2,0,3,1,1,2,3,2,2,3,3,3,2,2,3,3,2,2,4,1,3,2,1,2,2,3,3,1,1,2,3,4,29,24,29,34,32,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,5
"16",71017,1,0,0.708333333333333,1,0,0.541666666666667,NA,NA,NA,1,0,0.666666666666667,1,0,0.75,NA,NA,NA,NA,NA,NA,1,0,0.416666666666667,1,0,0.666666666666667,NA,NA,NA,1190.08333333333,1123.58333333333,1311.66666666667,1241.85714285714,1340.41176470588,1372.91666666667,1330.08333333333,1473.625,1437.72727272727,1504,5,3,3,2,4,3,5,4,5,4,4.16666666666667,3.25,2,2,2,2,3,1,3,2,1,2,3,2,1,2,3,2,2,2,3,2,42,3,2,3,3,2,4,3,3,3,2,1,2,2,3,1,2,3,2,2,2,48,3,2,2,3,4,2,3,3,3,3,3,2,2,3,3,2,3,3,2,3,2,3,2,2,3,1,2,2,1,2,3,2,1,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,3,3,1,3,3,3,4,2,3,3,2,3,27,31,29,30,37,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,2,1,0,1,1,0,14
"17",71018,1,0,0.333333333333333,0.916666666666667,0,0.458333333333333,1,0,0.333333333333333,NA,NA,NA,NA,NA,NA,1,0,0.416666666666667,1,0,0.333333333333333,NA,NA,NA,NA,NA,NA,0.833333333333333,0,0.5,1440,1340.08333333333,1563.29166666667,1451.6875,1786.5,1546.72727272727,1455.75,1701.45833333333,1695.23076923077,1708.81818181818,6,4,6,1,4,1,4,3,2,4,4.5,2,2,1,2,2,2,2,2,2,1,1,1,2,3,1,2,2,1,1,2,2,34,1,2,1,1,1,3,1,2,2,2,1,1,1,1,1,1,2,2,1,2,29,3,2,3,3,4,2,3,3,2,2,2,3,0,4,4,0,4,4,2,4,1,2,0,2,4,0,4,2,0,3,2,2,3,2,4,1,2,1,4,4,0,4,0,3,4,1,3,0,3,4,0,3,2,3,4,1,3,1,2,3,13,35,19,30,44,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,8
"18",71019,1,0,0.958333333333333,0.916666666666667,0,0.458333333333333,1,0,0.916666666666667,NA,NA,NA,NA,NA,NA,0.833333333333333,0,0.416666666666667,1,0,1,NA,NA,NA,NA,NA,NA,1,0,0.5,1424.16666666667,3529.16666666667,1448.66666666667,1725,1436.65217391304,1733,1547.66666666667,1953.41666666667,2095.69230769231,1785.27272727273,5,3,6,1,6,2,6,6,3,6,5.83333333333333,2.25,2,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,1,2,2,29,1,2,1,2,2,3,2,1,2,2,1,1,1,3,1,1,2,2,2,2,34,4,3,3,4,1,2,3,3,3,1,1,3,3,4,3,2,3,4,1,2,1,1,2,3,2,3,3,3,1,1,2,3,3,3,3,1,4,3,3,2,1,3,1,4,1,1,3,3,4,2,1,3,3,3,1,3,3,3,4,4,22,35,34,37,23,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,6
"19",71020,1,0,0,1,0,0.458333333333333,NA,NA,NA,1,0,0.583333333333333,1,0,0,NA,NA,NA,NA,NA,NA,1,0,0.333333333333333,1,0,0,NA,NA,NA,1454.75,1311.83333333333,1439.83333333333,1439.83333333333,NA,1775.83333333333,1479.58333333333,2442.70833333333,2398.76923076923,2494.63636363636,6,3,7,1,5,5,7,6,2,7,6.33333333333333,2.75,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,1,2,1,1,1,29,1,2,2,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,29,3,3,3,4,4,3,4,4,4,4,4,0,3,1,1,0,4,3,1,4,1,4,1,3,3,0,3,3,0,1,1,4,1,4,4,1,4,4,0,4,1,4,0,2,3,4,4,3,3,4,0,4,3,3,4,0,1,3,3,4,18,39,31,28,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
"20",71021,1,0,0.75,1,0,0.375,1,0,0.666666666666667,NA,NA,NA,NA,NA,NA,1,0,0.333333333333333,1,0,0.833333333333333,NA,NA,NA,NA,NA,NA,1,0,0.416666666666667,1311.5,1203,1511.41666666667,1774.66666666667,1423.66666666667,1288.41666666667,1279.91666666667,1583.79166666667,1672.06666666667,1436.66666666667,7,3,7,1,7,1,7,6,4,7,6.83333333333333,2.25,2,1,1,1,2,1,3,3,2,3,3,1,1,4,3,3,2,1,2,2,41,2,1,3,1,1,3,3,2,2,2,1,3,2,3,1,2,2,3,2,2,41,4,2,4,4,3,4,4,4,4,3,4,4,4,3,2,3,4,4,3,4,0,2,4,4,3,2,4,4,3,1,4,1,3,2,3,2,3,4,4,2,4,4,4,4,1,1,3,4,4,3,1,2,3,4,3,1,0,2,4,3,30,33,44,43,31,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,5
"21",71022,1,0,0.833333333333333,0.916666666666667,0,0.333333333333333,1,0,0.75,NA,NA,NA,NA,NA,NA,1,0,0.25,1,0,0.916666666666667,NA,NA,NA,NA,NA,NA,0.833333333333333,0,0.416666666666667,1737.41666666667,1889.66666666667,1947.54166666667,2210.25,1895,1670.54545454545,1677.91666666667,1894.04166666667,1889.3125,1903.5,7,3,7,1,7,1,7,7,5,7,7,2.5,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,23,1,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,3,2,1,2,32,3,4,1,4,3,3,4,4,3,4,0,3,4,4,3,3,4,4,4,1,0,3,3,3,3,0,4,3,4,4,1,3,4,0,0,3,4,3,4,4,1,4,3,4,4,3,4,3,4,4,0,4,4,4,4,0,1,3,4,4,17,42,39,42,38,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,6
"22",71023,1,0,0.875,0.916666666666667,0,0.333333333333333,NA,NA,NA,0.833333333333333,0,0.416666666666667,1,0,0.833333333333333,NA,NA,NA,NA,NA,NA,1,0,0.25,1,0,0.916666666666667,NA,NA,NA,1367.75,1184.08333333333,1407,1362,1413.42857142857,1469.54545454545,1293.5,1385.16666666667,1371.375,1412.75,6,4,6,1,5,2,6,4,3,5,5.33333333333333,2.5,2,2,1,1,1,1,2,3,1,2,2,2,1,1,3,3,2,1,2,2,35,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,33,4,4,2,3,3,3,4,3,4,3,1,4,4,4,3,3,4,3,1,3,1,2,0,4,3,2,3,3,3,3,1,3,3,3,3,1,3,2,4,4,1,4,3,3,3,2,3,3,4,2,1,3,3,2,3,1,2,3,3,4,21,39,32,38,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,5
"23",71024,1,0.0833333333333333,0.708333333333333,0.916666666666667,0,0.541666666666667,NA,NA,NA,0.833333333333333,0,0.583333333333333,1,0.166666666666667,0.75,NA,NA,NA,NA,NA,NA,1,0,0.5,1,0,0.666666666666667,NA,NA,NA,1427.5,1287.45454545455,1524.91666666667,1498.14285714286,1535.94117647059,1479.45454545455,1439.5,1681.875,1692.63636363636,1672.76923076923,5,6,4,3,5,2,6,5,6,6,5.16666666666667,4.25,1,3,1,1,2,1,1,3,1,2,3,1,1,4,1,2,1,1,4,2,36,2,3,3,2,2,3,3,3,3,2,2,4,3,4,2,2,3,4,3,3,56,4,1,2,4,3,3,4,3,3,3,4,2,2,3,1,3,1,4,4,3,1,2,3,4,3,3,1,2,3,1,4,1,3,4,4,2,1,4,3,3,3,2,3,1,3,3,3,3,4,3,3,2,4,4,3,1,3,2,3,4,34,23,35,40,34,0,0,1,1,0,0,1,2,0,0,0,1,3,0,1,0,0,0,0,0,0,10
