subjID,Condition,MD,Dom,Load,Rate
71037,hi.emo.sur_p_MAD,0.012547524,1,1,0
71038,hi.emo.sur_p_MAD,0.083767707,1,1,0
71039,hi.emo.sur_p_MAD,0.49982095,1,1,0
71040,hi.emo.sur_p_MAD,0.426464341,1,1,0
71041,hi.emo.sur_p_MAD,1.085351285,1,1,0
71042,hi.emo.sur_p_MAD,0.034469804,1,1,0
71043,hi.emo.sur_p_MAD,0.849797633,1,1,0
71044,hi.emo.sur_p_MAD,0.07768639,1,1,0
71046,hi.emo.sur_p_MAD,0.94453658,1,1,0
71047,hi.emo.sur_p_MAD,0.408969052,1,1,0
71049,hi.emo.sur_p_MAD,,1,1,0
71050,hi.emo.sur_p_MAD,1.389953217,1,1,0
71052,hi.emo.sur_p_MAD,,1,1,0
71053,hi.emo.sur_p_MAD,-0.001461422,1,1,0
71054,hi.emo.sur_p_MAD,0.693685421,1,1,0
71055,hi.emo.sur_p_MAD,,1,1,0
71056,hi.emo.sur_p_MAD,1.468304762,1,1,0
71058,hi.emo.sur_p_MAD,0.331833267,1,1,0
71059,hi.emo.sur_p_MAD,,1,1,0
71060,hi.emo.sur_p_MAD,0.345586091,1,1,0
71062,hi.emo.sur_p_MAD,0.422473572,1,1,0
71001,hi.emo.sur_n_MAD,0.133323082,1,1,1
71002,hi.emo.sur_n_MAD,0.814704982,1,1,1
71003,hi.emo.sur_n_MAD,0.703367371,1,1,1
71005,hi.emo.sur_n_MAD,0.682589343,1,1,1
71007,hi.emo.sur_n_MAD,0.2263249,1,1,1
71009,hi.emo.sur_n_MAD,0.247573581,1,1,1
71010,hi.emo.sur_n_MAD,-0.040786764,1,1,1
71011,hi.emo.sur_n_MAD,0.167842288,1,1,1
71012,hi.emo.sur_n_MAD,0.200915675,1,1,1
71013,hi.emo.sur_n_MAD,0.437170242,1,1,1
71014,hi.emo.sur_n_MAD,0.452422222,1,1,1
71015,hi.emo.sur_n_MAD,0.26704662,1,1,1
71016,hi.emo.sur_n_MAD,0.195296022,1,1,1
71018,hi.emo.sur_n_MAD,0.067684359,1,1,1
71019,hi.emo.sur_n_MAD,0.275511159,1,1,1
71020,hi.emo.sur_n_MAD,0.123163429,1,1,1
71021,hi.emo.sur_n_MAD,0.64185504,1,1,1
71023,hi.emo.sur_n_MAD,0.278397996,1,1,1
71024,hi.emo.sur_n_MAD,0.401127314,1,1,1
71025,hi.emo.sur_n_MAD,0.238323669,1,1,1
71026,hi.emo.sur_n_MAD,0.154138592,1,1,1
71028,hi.emo.sur_n_MAD,0.45625856,1,1,1
71029,hi.emo.sur_n_MAD,0.065376443,1,1,1
71030,hi.emo.sur_n_MAD,0.573633933,1,1,1
71032,hi.emo.sur_n_MAD,0.583762084,1,1,1
71033,hi.emo.sur_n_MAD,0.091727331,1,1,1
71034,hi.emo.sur_n_MAD,0.486302077,1,1,1
71035,hi.emo.sur_n_MAD,0.313496401,1,1,1
71036,hi.emo.sur_n_MAD,0.213054323,1,1,1
71037,hi.emo.sur_n_MAD,0.306497843,1,1,1
71038,hi.emo.sur_n_MAD,-0.002890046,1,1,1
71039,hi.emo.sur_n_MAD,0.681129379,1,1,1
71040,hi.emo.sur_n_MAD,0.593206342,1,1,1
71041,hi.emo.sur_n_MAD,0.074568054,1,1,1
71042,hi.emo.sur_n_MAD,0.753565503,1,1,1
71043,hi.emo.sur_n_MAD,0.433634451,1,1,1
71044,hi.emo.sur_n_MAD,0.224969587,1,1,1
71046,hi.emo.sur_n_MAD,0.37736466,1,1,1
71047,hi.emo.sur_n_MAD,0.149573669,1,1,1
71049,hi.emo.sur_n_MAD,0.564956374,1,1,1
71050,hi.emo.sur_n_MAD,0.355614392,1,1,1
71052,hi.emo.sur_n_MAD,0.252623144,1,1,1
71053,hi.emo.sur_n_MAD,0.486719724,1,1,1
71054,hi.emo.sur_n_MAD,1.016327122,1,1,1
71055,hi.emo.sur_n_MAD,0.115622585,1,1,1
71056,hi.emo.sur_n_MAD,0.359435146,1,1,1
71058,hi.emo.sur_n_MAD,1.199892171,1,1,1
71059,hi.emo.sur_n_MAD,0.26105365,1,1,1
71060,hi.emo.sur_n_MAD,0.045722382,1,1,1
71062,hi.emo.sur_n_MAD,1.045035277,1,1,1
71001,lo.neu.sur_p_MAD,1.325978771,0,0,0
71002,lo.neu.sur_p_MAD,0.545453797,0,0,0
71003,lo.neu.sur_p_MAD,0.58961028,0,0,0
71005,lo.neu.sur_p_MAD,1.002134797,0,0,0
71007,lo.neu.sur_p_MAD,1.170872349,0,0,0
71009,lo.neu.sur_p_MAD,,0,0,0
71010,lo.neu.sur_p_MAD,0.979201272,0,0,0
71011,lo.neu.sur_p_MAD,-0.075834921,0,0,0
71012,lo.neu.sur_p_MAD,0.136063275,0,0,0
71013,lo.neu.sur_p_MAD,0.716497686,0,0,0
71014,lo.neu.sur_p_MAD,0.223545098,0,0,0
71015,lo.neu.sur_p_MAD,1.333769469,0,0,0
71016,lo.neu.sur_p_MAD,0.368304825,0,0,0
71018,lo.neu.sur_p_MAD,0.627437013,0,0,0
71019,lo.neu.sur_p_MAD,1.438564259,0,0,0
71020,lo.neu.sur_p_MAD,0.478937946,0,0,0
71021,lo.neu.sur_p_MAD,0.551097921,0,0,0
71023,lo.neu.sur_p_MAD,0.389651348,0,0,0
71024,lo.neu.sur_p_MAD,1.261722708,0,0,0
71025,lo.neu.sur_p_MAD,0.674070875,0,0,0
71026,lo.neu.sur_p_MAD,0.247021734,0,0,0
71028,lo.neu.sur_p_MAD,0.292274247,0,0,0
71029,lo.neu.sur_p_MAD,-0.130208776,0,0,0
71030,lo.neu.sur_p_MAD,0.265365566,0,0,0
71032,lo.neu.sur_p_MAD,0.911399607,0,0,0
71033,lo.neu.sur_p_MAD,-0.083248127,0,0,0
71034,lo.neu.sur_p_MAD,1.189980877,0,0,0
71035,lo.neu.sur_p_MAD,1.265080406,0,0,0
71036,lo.neu.sur_p_MAD,0.133010344,0,0,0
71037,lo.neu.sur_p_MAD,0.134778918,0,0,0
71038,lo.neu.sur_p_MAD,0.125552757,0,0,0
71039,lo.neu.sur_p_MAD,0.474290768,0,0,0
71040,lo.neu.sur_p_MAD,0.541122666,0,0,0
71041,lo.neu.sur_p_MAD,0.263380885,0,0,0
71042,lo.neu.sur_p_MAD,-0.027122506,0,0,0
71043,lo.neu.sur_p_MAD,0.445969686,0,0,0
71044,lo.neu.sur_p_MAD,0.473428342,0,0,0
71046,lo.neu.sur_p_MAD,-0.251612093,0,0,0
71047,lo.neu.sur_p_MAD,0.64108745,0,0,0
71049,lo.neu.sur_p_MAD,,0,0,0
71050,lo.neu.sur_p_MAD,-0.310380849,0,0,0
71052,lo.neu.sur_p_MAD,0.119846509,0,0,0
71053,lo.neu.sur_p_MAD,-0.112344161,0,0,0
71054,lo.neu.sur_p_MAD,1.105927929,0,0,0
71055,lo.neu.sur_p_MAD,0.169383481,0,0,0
71056,lo.neu.sur_p_MAD,0.078478443,0,0,0
71058,lo.neu.sur_p_MAD,0.265747504,0,0,0
71059,lo.neu.sur_p_MAD,-0.166007789,0,0,0
71060,lo.neu.sur_p_MAD,,0,0,0
71062,lo.neu.sur_p_MAD,0.085806374,0,0,0
71001,lo.neu.sur_n_MAD,0.197884302,0,0,1
71002,lo.neu.sur_n_MAD,0.215697355,0,0,1
71003,lo.neu.sur_n_MAD,0.609181003,0,0,1
71005,lo.neu.sur_n_MAD,0.141012979,0,0,1
71007,lo.neu.sur_n_MAD,0.06685554,0,0,1
71009,lo.neu.sur_n_MAD,0.20900902,0,0,1
71010,lo.neu.sur_n_MAD,0.168761451,0,0,1
71011,lo.neu.sur_n_MAD,-0.025945777,0,0,1
71012,lo.neu.sur_n_MAD,0.329701382,0,0,1
71013,lo.neu.sur_n_MAD,0.240656117,0,0,1
71014,lo.neu.sur_n_MAD,0.621797173,0,0,1
71015,lo.neu.sur_n_MAD,0.109394981,0,0,1
71016,lo.neu.sur_n_MAD,0.188552025,0,0,1
71018,lo.neu.sur_n_MAD,0.03107722,0,0,1
71019,lo.neu.sur_n_MAD,0.032271274,0,0,1
71020,lo.neu.sur_n_MAD,,0,0,1
71021,lo.neu.sur_n_MAD,0.432321148,0,0,1
71023,lo.neu.sur_n_MAD,0.219035572,0,0,1
71024,lo.neu.sur_n_MAD,0.306259195,0,0,1
71025,lo.neu.sur_n_MAD,-0.121843742,0,0,1
71026,lo.neu.sur_n_MAD,0.12881543,0,0,1
71028,lo.neu.sur_n_MAD,0.169331499,0,0,1
71029,lo.neu.sur_n_MAD,-0.002541907,0,0,1
71030,lo.neu.sur_n_MAD,,0,0,1
71032,lo.neu.sur_n_MAD,0.411569006,0,0,1
71033,lo.neu.sur_n_MAD,-0.156313836,0,0,1
71034,lo.neu.sur_n_MAD,0.343928049,0,0,1
71035,lo.neu.sur_n_MAD,0.401914594,0,0,1
71036,lo.neu.sur_n_MAD,0.13463635,0,0,1
71037,lo.neu.sur_n_MAD,0.168606446,0,0,1
71038,lo.neu.sur_n_MAD,0.403788425,0,0,1
71039,lo.neu.sur_n_MAD,0.571700521,0,0,1
71040,lo.neu.sur_n_MAD,0.778488991,0,0,1
71041,lo.neu.sur_n_MAD,0.23964688,0,0,1
71042,lo.neu.sur_n_MAD,0.39875135,0,0,1
71043,lo.neu.sur_n_MAD,-0.011599497,0,0,1
71044,lo.neu.sur_n_MAD,0.377577818,0,0,1
71046,lo.neu.sur_n_MAD,0.45427729,0,0,1
71047,lo.neu.sur_n_MAD,0.183510162,0,0,1
71049,lo.neu.sur_n_MAD,0.3587773,0,0,1
71050,lo.neu.sur_n_MAD,0.38875048,0,0,1
71052,lo.neu.sur_n_MAD,0.031951901,0,0,1
71053,lo.neu.sur_n_MAD,0.458404421,0,0,1
71054,lo.neu.sur_n_MAD,0.665035565,0,0,1
71055,lo.neu.sur_n_MAD,0.420279401,0,0,1
71056,lo.neu.sur_n_MAD,0.441285236,0,0,1
71058,lo.neu.sur_n_MAD,0.503028068,0,0,1
71059,lo.neu.sur_n_MAD,-0.042149379,0,0,1
71060,lo.neu.sur_n_MAD,-0.000705104,0,0,1
71062,lo.neu.sur_n_MAD,0.881946352,0,0,1
71001,hi.neu.sur_p_MAD,0.506921081,0,1,0
71002,hi.neu.sur_p_MAD,0.626538416,0,1,0
71003,hi.neu.sur_p_MAD,0.52403175,0,1,0
71005,hi.neu.sur_p_MAD,0.128669491,0,1,0
71007,hi.neu.sur_p_MAD,0.322731254,0,1,0
71009,hi.neu.sur_p_MAD,0.229060279,0,1,0
71010,hi.neu.sur_p_MAD,,0,1,0
71011,hi.neu.sur_p_MAD,-0.206990214,0,1,0
71012,hi.neu.sur_p_MAD,0.289882491,0,1,0
71013,hi.neu.sur_p_MAD,0.750979912,0,1,0
71014,hi.neu.sur_p_MAD,0.276696027,0,1,0
71015,hi.neu.sur_p_MAD,-0.035713937,0,1,0
71016,hi.neu.sur_p_MAD,0.07174818,0,1,0
71018,hi.neu.sur_p_MAD,0.476356965,0,1,0
71019,hi.neu.sur_p_MAD,,0,1,0
71020,hi.neu.sur_p_MAD,0.359085702,0,1,0
71021,hi.neu.sur_p_MAD,0.111639111,0,1,0
71023,hi.neu.sur_p_MAD,1.025049323,0,1,0
71024,hi.neu.sur_p_MAD,0.350353441,0,1,0
71025,hi.neu.sur_p_MAD,0.873071448,0,1,0
71026,hi.neu.sur_p_MAD,0.367232501,0,1,0
71028,hi.neu.sur_p_MAD,0.439639774,0,1,0
71029,hi.neu.sur_p_MAD,-0.104231541,0,1,0
71030,hi.neu.sur_p_MAD,0.239798918,0,1,0
71032,hi.neu.sur_p_MAD,0.557670769,0,1,0
71033,hi.neu.sur_p_MAD,,0,1,0
71034,hi.neu.sur_p_MAD,-0.222658283,0,1,0
71035,hi.neu.sur_p_MAD,,0,1,0
71036,hi.neu.sur_p_MAD,0.365315558,0,1,0
71037,hi.neu.sur_p_MAD,0.031084768,0,1,0
71038,hi.neu.sur_p_MAD,0.135227778,0,1,0
71039,hi.neu.sur_p_MAD,0.177735051,0,1,0
71040,hi.neu.sur_p_MAD,0.291644886,0,1,0
71041,hi.neu.sur_p_MAD,0.513451928,0,1,0
71042,hi.neu.sur_p_MAD,-0.052634372,0,1,0
71043,hi.neu.sur_p_MAD,0.520257577,0,1,0
71044,hi.neu.sur_p_MAD,0.608476986,0,1,0
71046,hi.neu.sur_p_MAD,-0.00322716,0,1,0
71047,hi.neu.sur_p_MAD,0.229215953,0,1,0
71049,hi.neu.sur_p_MAD,,0,1,0
71050,hi.neu.sur_p_MAD,1.168444681,0,1,0
71052,hi.neu.sur_p_MAD,0.130883817,0,1,0
71053,hi.neu.sur_p_MAD,0.017434128,0,1,0
71054,hi.neu.sur_p_MAD,0.45833537,0,1,0
71055,hi.neu.sur_p_MAD,0.17241406,0,1,0
71056,hi.neu.sur_p_MAD,0.376575447,0,1,0
71058,hi.neu.sur_p_MAD,0.085026436,0,1,0
71059,hi.neu.sur_p_MAD,0.383594517,0,1,0
71060,hi.neu.sur_p_MAD,0.332085087,0,1,0
71062,hi.neu.sur_p_MAD,0.42980332,0,1,0
71001,hi.neu.sur_n_MAD,0.398260783,0,1,1
71002,hi.neu.sur_n_MAD,0.921348374,0,1,1
71003,hi.neu.sur_n_MAD,0.542505875,0,1,1
71005,hi.neu.sur_n_MAD,0.219999419,0,1,1
71007,hi.neu.sur_n_MAD,0.589055696,0,1,1
71009,hi.neu.sur_n_MAD,0.203546805,0,1,1
71010,hi.neu.sur_n_MAD,0.264220166,0,1,1
71011,hi.neu.sur_n_MAD,0.206369337,0,1,1
71012,hi.neu.sur_n_MAD,0.034957048,0,1,1
71013,hi.neu.sur_n_MAD,0.862474325,0,1,1
71014,hi.neu.sur_n_MAD,0.668235454,0,1,1
71015,hi.neu.sur_n_MAD,0.26607669,0,1,1
71016,hi.neu.sur_n_MAD,0.422920718,0,1,1
71018,hi.neu.sur_n_MAD,0.263001266,0,1,1
71019,hi.neu.sur_n_MAD,0.033063795,0,1,1
71020,hi.neu.sur_n_MAD,,0,1,1
71021,hi.neu.sur_n_MAD,0.489447305,0,1,1
71023,hi.neu.sur_n_MAD,0.6754233,0,1,1
71024,hi.neu.sur_n_MAD,0.032318706,0,1,1
71025,hi.neu.sur_n_MAD,0.462987639,0,1,1
71026,hi.neu.sur_n_MAD,0.41528563,0,1,1
71028,hi.neu.sur_n_MAD,0.768875493,0,1,1
71029,hi.neu.sur_n_MAD,0.218866487,0,1,1
71030,hi.neu.sur_n_MAD,0.101228324,0,1,1
71032,hi.neu.sur_n_MAD,0.273410957,0,1,1
71033,hi.neu.sur_n_MAD,0.174459098,0,1,1
71034,hi.neu.sur_n_MAD,0.11200172,0,1,1
71035,hi.neu.sur_n_MAD,0.363068905,0,1,1
71036,hi.neu.sur_n_MAD,0.158055471,0,1,1
71037,hi.neu.sur_n_MAD,0.030731961,0,1,1
71038,hi.neu.sur_n_MAD,0.536940067,0,1,1
71039,hi.neu.sur_n_MAD,0.224230026,0,1,1
71040,hi.neu.sur_n_MAD,1.112248489,0,1,1
71041,hi.neu.sur_n_MAD,0.40532767,0,1,1
71042,hi.neu.sur_n_MAD,0.75486045,0,1,1
71043,hi.neu.sur_n_MAD,0.601813624,0,1,1
71044,hi.neu.sur_n_MAD,0.124911467,0,1,1
71046,hi.neu.sur_n_MAD,0.497606611,0,1,1
71047,hi.neu.sur_n_MAD,0.538600483,0,1,1
71049,hi.neu.sur_n_MAD,0.532503026,0,1,1
71050,hi.neu.sur_n_MAD,0.790943077,0,1,1
71052,hi.neu.sur_n_MAD,0.17074498,0,1,1
71053,hi.neu.sur_n_MAD,0.358922496,0,1,1
71054,hi.neu.sur_n_MAD,0.847513003,0,1,1
71055,hi.neu.sur_n_MAD,0.393379188,0,1,1
71056,hi.neu.sur_n_MAD,0.818679698,0,1,1
71058,hi.neu.sur_n_MAD,0.991593253,0,1,1
71059,hi.neu.sur_n_MAD,0.160565124,0,1,1
71060,hi.neu.sur_n_MAD,0.576338411,0,1,1
71062,hi.neu.sur_n_MAD,0.797488615,0,1,1
